
Roll   Pitch  Yaw
+4.597 +0.055 +0.023
+4.677 +0.236 +0.076
+4.677 +0.236 +0.076
+4.677 +0.236 +0.076
+4.677 +0.236 +0.076
+4.677 +0.236 +0.076
+4.579 +0.276 -1.916
+4.579 +0.276 -1.916
+4.579 +0.276 -1.916
+4.579 +0.276 -1.916
+4.579 +0.276 -1.916
+4.637 +0.179 +0.176
+4.637 +0.179 +0.176
+4.637 +0.179 +0.176
+4.637 +0.179 +0.176
